,ID_SALES,text,text_clean,Sentiment
7297,SK2168A,  I've never been treated this badly, i ve never been treated this badly,negative
7298,HS939A," that was supposed to say ""boo"" not book. booo.", that was supposed to say boo not book booo ,negative
7299,SM2946A," horrible experience, passenger of size was 1/3 in my seat, offered $50 voucher for this by Christine C http://t.co/1xzrK66wVQ", horrible experience passenger of size was 1 3 in my seat offered 50 voucher for this by christine c ,negative
7300,HN4785T, Had a bad experience with them last week.  They broke my bicycle that I had brought with me to do a bike ride in Fla.  Why?, had a bad experience with them last week they broke my bicycle that i had brought with me to do a bike ride in fla why ,negative
7301,SK403A, I get Sunday due to weather and ok Monday they're busy but this is crazy, i get sunday due to weather and ok monday they re busy but this is crazy,negative
7302,HD3410A," do you operate ANY flights without maintenance issues? Flights in/out of DCA Cancelled Flighted, this is getting old. Update fleet pls!", do you operate any flights without maintenance issues flights in out of dca cancelled flighted this is getting old update fleet pls ,negative
7303,HD2012A, Thanks! Just DMed HN., thanks just dmed hn ,positive
7304,HD3395A, flight Cancelled Flightled. new flight 7 hours Late Flightr. will sleep in airport tonight. and cant even give me an A Boarding Group seat. thx, flight cancelled flightled new flight 7 hours late flightr will sleep in airport tonight and cant even give me an a boarding group seat thx,positive
7305,HG3180A, flight Cancelled Flighted tonight and was told I won't receive a travel voucher for the inconvenience. Is that really your policy?, flight cancelled flighted tonight and was told i won t receive a travel voucher for the inconvenience is that really your policy ,negative
7306,IC3361A, Maybe stop telling people the wrong info on your customer service calls., maybe stop telling people the wrong info on your customer service calls ,negative
7307,HD1738T, flying back to Denver tomorrow. Should I rebook?, flying back to denver tomorrow should i rebook ,neutral
7308,CD2904A, Awesome customer service on #390 from rdu. They snuck my wife a warm cookie. Thx!, awesome customer service on 390 from rdu they snuck my wife a warm cookie thx ,positive
7309,HD1101A, finally boarded. Looks like I'll make it to my final destination but my baggage won't # baggagefail #bagsflyfreebutnotwithme, finally boarded looks like i ll make it to my final destination but my baggage won t baggagefail bagsflyfreebutnotwithme,neutral
7310,HC1966A," we had a wonderful flight attendant named Leah that was with us from lga to den, then den to anchorage!", we had a wonderful flight attendant named leah that was with us from lga to den then den to anchorage ,positive
7311,HD2117A, ready to go to Disneyworld!  For the @runDisney #PrincessHalf http://t.co/sTQY9V8256, ready to go to disneyworld for the princesshalf ,neutral
7312,HG89A, Any news about the departure of the flight UA51?, any news about the departure of the flight ua51 ,neutral
7313,HC3574A, his cell phone record needs to be checked to see who did conversed with. I trust the FAA can handle this better., his cell phone record needs to be checked to see who did conversed with i trust the faa can handle this better ,positive
7314,HD802T, anything serious I should worry about?, anything serious i should worry about ,negative
7315,HD1457A, I somehow think I'm going to be stuck paying for a hotel room in Denver without winter clothes on my dime.  I guess we'll see., i somehow think i m going to be stuck paying for a hotel room in denver without winter clothes on my dime i guess we ll see ,negative
7316,HD4914A, Flight 2646.  Four hours in the plane on the ground at BWI., flight 2646 four hours in the plane on the ground at bwi ,neutral
7317,HZ2756T, International, international,neutral
7318,HS2224A," is hiring - Flight Dispatcher - Chicago, IL (Network Operations Centerl) https://t.co/lio6oCpTEQ", is hiring flight dispatcher chicago il network operations centerl ,neutral
7319,HD2196A," ""Your bag may or may not be at the airport. Unfortunately, no one at the airport is picking up the phone or responding to messages.""", your bag may or may not be at the airport unfortunately no one at the airport is picking up the phone or responding to messages ,negative
7320,ST1136A, not happening #worstairlineever also Marie Burroughs is the worst customer service rep ever #yourairlinesucks, not happening worstairlineever also marie burroughs is the worst customer service rep ever yourairlinesucks,negative
7321,HD4686T, - Please find my bag!! In Singapore for three days already without my bag. Last known destination LAX Tag: 580815 Please help., please find my bag in singapore for three days already without my bag last known destination lax tag 580815 please help ,neutral
7322,HD406A," flight from vegas to houston Cancelled Flighted this morning ""due to operation"" what does this mean!???? Thank god I woke up early today!", flight from vegas to houston cancelled flighted this morning due to operation what does this mean thank god i woke up early today ,positive
7323,HD4296A, hi. You lost my father's wheelchair. Every time we call we just get voicemail. My dad needs it to go home. Please DM me., hi you lost my father s wheelchair every time we call we just get voicemail my dad needs it to go home please dm me ,negative
7324,HD1817A," A-list preferred line phone wait was 15 minutes. I hung up, not feeling A-list-ey!", a list preferred line phone wait was 15 minutes i hung up not feeling a list ey ,neutral
7325,HD3402A, flight 1136 from Chicago to Houston over 2 hours and no pretzels or peanuts?! Seriously about passed out., flight 1136 from chicago to houston over 2 hours and no pretzels or peanuts seriously about passed out ,neutral
7326,HD2652A, RDU flights expected to be ok this afternoon and tonight?, rdu flights expected to be ok this afternoon and tonight ,positive
7327,HD1733A, you have the nicest gate attendant at Newark airport gate 101 right now. Multiple delays and she is still pleasant with everyone., you have the nicest gate attendant at newark airport gate 101 right now multiple delays and she is still pleasant with everyone ,positive
7328,HD3769A, hey flight 5350 in dfw stuck at gate with no gate agent.  Plane full of people missing connections., hey flight 5350 in dfw stuck at gate with no gate agent plane full of people missing connections ,negative
7329,HD1275A," Gate traffic #DCA, MY flight arrived 20 early,connecting flight 2139 leaving in 23 minutes. Several of us stuck. HOLD THAT PLANE.", gate traffic dca my flight arrived 20 early connecting flight 2139 leaving in 23 minutes several of us stuck hold that plane ,negative
7330,HG4161T, Apart from being on hold for over 2 hours and having talked to 5 people and the problem still not resolved!, apart from being on hold for over 2 hours and having talked to 5 people and the problem still not resolved ,negative
7331,HVP2349T, your service is horrible. I can't get a straight answer from your ground agents., your service is horrible i can t get a straight answer from your ground agents ,negative
7332,HD248A, can we hold two seats for 11:35 flight from PHX to Las 1856 as this delayed flight 556 is not going to arrive on-time, can we hold two seats for 11 35 flight from phx to las 1856 as this delayed flight 556 is not going to arrive on time,negative
7333,CD4406T, That makes two of us! Lol #Blushing, that makes two of us lol blushing,positive
7334,CD2906T," That's 1h 10m waiting to get my bag, 1h40m of flight delays, plus the 2hrs of delay I had on the way out. Never flying you again.", that s 1h 10m waiting to get my bag 1h40m of flight delays plus the 2hrs of delay i had on the way out never flying you again ,negative
7335,HD4216A," Priorities should have been made. Considering a pending snow storm, why delay a flight for an hour &amp; a half? I'd like an answer.", priorities should have been made considering a pending snow storm why delay a flight for an hour a half i d like an answer ,negative
7336,HD1693A, can you use the aa credit platinum select world mastercard for Alaska flights?  Or just american?, can you use the aa credit platinum select world mastercard for alaska flights or just american ,neutral
7337,HD3255T, Travelling from pwm to atl on Sunday That flight got Cancelled Flightled and my new flight is Cancelled Flightled and got disconnected when reFlight Booking Problems, travelling from pwm to atl on sunday that flight got cancelled flightled and my new flight is cancelled flightled and got disconnected when reflight booking problems,negative
7338,HC664A, please fix your reservations phone system.  The weather/backup could not possibly be bad for 10 days!  #goodgriefpeople, please fix your reservations phone system the weather backup could not possibly be bad for 10 days goodgriefpeople,positive
7339,SM1960A, You sent me a cheque today which canÄĀĀt be paid into a UK bank account. VERY annoying!, you sent me a cheque today which can t be paid into a uk bank account very annoying ,negative
7340,HD2510A," I have been trying to speak with an agent the whole day about my Cancelled Flightled flight, what I can do?", i have been trying to speak with an agent the whole day about my cancelled flightled flight what i can do ,negative
7341,HD930A, what is the deal with flt 460 today? Departure keeps changing. When is it going why is it so Late Flight?, what is the deal with flt 460 today departure keeps changing when is it going why is it so late flight ,negative
7342,HD2375A," question, friend flight got Cancelled Flightled. How can he book be flight? Leaving CHS to Philly to Germany", question friend flight got cancelled flightled how can he book be flight leaving chs to philly to germany,negative
7343,HD1936A, why is my 910 flight listed on time when its 904AM and I'm not on the plane yet? http://t.co/iEG2ObcEpp, why is my 910 flight listed on time when its 904am and i m not on the plane yet ,neutral
7344,HC952A, I had planned to book additional flights tonight but after 1 1/2 hrs working on one trip I'm worn out! #EnoughIsEnough, i had planned to book additional flights tonight but after 1 1 2 hrs working on one trip i m worn out enoughisenough,negative
7345,HD873A," Not trying to make you look bad, on your website it says: ""Due to weather in the Charleston, NC"" Its actually in SC, not NC", not trying to make you look bad on your website it says due to weather in the charleston nc its actually in sc not nc,negative
7346,ST960A, I got rebooked at 3am after they woke me up just tried to call twice and got hung up on. Worst customer service., i got rebooked at 3am after they woke me up just tried to call twice and got hung up on worst customer service ,negative
7347,HD4778A," DCA-&gt;HPN, u r prof hostage takers.We stood on bus 2 plane for 25 min,now sitting on plane with no mvmt &amp; 1 announcement 4 &gt; hour!", dca gt hpn u r prof hostage takers we stood on bus 2 plane for 25 min now sitting on plane with no mvmt 1 announcement 4 gt hour ,negative
7348,HD3073A, we're pulling off the runway now! Making new friends with seat mates. Thanks for the response CB., we re pulling off the runway now making new friends with seat mates thanks for the response cb ,positive
7349,HD2356A," no, it was 2 flight Cancelled Flightlations (one due to weather, one mechanical) paid own hotel, bag held in transfer. No voucher/compensation", no it was 2 flight cancelled flightlations one due to weather one mechanical paid own hotel bag held in transfer no voucher compensation,negative
7350,HD1187A,. handled @0xjared's question like social media pros. Good practice for when our transportation systems are all run by friendly AIs!, handled s question like social media pros good practice for when our transportation systems are all run by friendly ais ,positive
7351,HD3223A," Thanks gang! Mind if I ask, do you handle all of your Social Media in house?", thanks gang mind if i ask do you handle all of your social media in house ,positive
7352,IC4518A," you think I haven't tried that multiple times?? The ""status"" of my bag is that it should've been here YESTERDAY. So disgusted.", you think i haven t tried that multiple times the status of my bag is that it should ve been here yesterday so disgusted ,negative
7353,HS1649A," This is the 2nd time I was rebooked (w/delays), and for reasons unreLate Flightd to weather. How do I go about requesting a flight voucher?", this is the 2nd time i was rebooked w delays and for reasons unrelate flightd to weather how do i go about requesting a flight voucher ,negative
7354,CD4823T, @weepysweetmonty i heard youre planning on letting people fly in the overhead compartments. why would you do that?, i heard youre planning on letting people fly in the overhead compartments why would you do that ,neutral
7355,CD2895A, since when did you get so good again!  4 transcontinental flights in 72h.  What a pleasure/relief you were., since when did you get so good again 4 transcontinental flights in 72h what a pleasure relief you were ,positive
7356,HD4289T," --(pt 2) and the AA reservations phone number has been less than helpful, telling me to change things online when I can't.", pt 2 and the aa reservations phone number has been less than helpful telling me to change things online when i can t ,negative
7357,HD4775A, or how about power outlets at your seat if you're gonna keep us siting here forever?, or how about power outlets at your seat if you re gonna keep us siting here forever ,neutral
7358,HD3766A,Thanks . Next up we will see how the slog from JFK to the city goes!,thanks next up we will see how the slog from jfk to the city goes ,positive
7359,HC3899A, I do not need an apology. I need you to fix it in a competent manner., i do not need an apology i need you to fix it in a competent manner ,positive
7360,HD266A, thank you so much for your effort, thank you so much for your effort,positive
7361,HD3454A," Wow! Your miles program is Ripoff,Quick ticket fee 75$ I hope you all end up on unemployment.", wow your miles program is ripoff quick ticket fee 75 i hope you all end up on unemployment ,positive
7362,HD3520A," Nope. Walked up &amp; down the ORF terminal, &amp; not a United agent to be found. Showed up @ last minute to board us. Many panicked people", nope walked up down the orf terminal not a united agent to be found showed up last minute to board us many panicked people,negative
7363,HD4908A, Commitment to excellence is 2b praised. Can get you to the wrong city 2 days Late Flight or the right one 3 days Late Flight. #customerservice, commitment to excellence is 2b praised can get you to the wrong city 2 days late flight or the right one 3 days late flight customerservice,positive
7364,HD1421A, Please follow FAA guidelines regarding bumping. It is NOT acceptable to give a $300 voucher for an $800 fare when you've, please follow faa guidelines regarding bumping it is not acceptable to give a 300 voucher for an 800 fare when you ve,negative
7365,HD4311A, nbd I was able to figure out a workaround. Just wanted to help. Got my bags less than 24 hours Late Flightr. Muchas grassy ass., nbd i was able to figure out a workaround just wanted to help got my bags less than 24 hours late flightr muchas grassy ass ,negative
7366,HD2853A, it's been almost 3 days and it's still frozen. Thanks doll Å”ĀĀĀÅ”ĀĀĀ, it s been almost 3 days and it s still frozen thanks doll ,positive
7367,HD4609A, The Opal Dragon book The Dragon (ALI) has woven his murdering ways from the Philippines to Australia http://t.co/ltwhmOL1Dr, the opal dragon book the dragon ali has woven his murdering ways from the philippines to australia ,negative
7368,HD1556A, an idea: monitor mileage members travel patterns enough to know when they change jobs/lose status...and make the transition easier., an idea monitor mileage members travel patterns enough to know when they change jobs lose status and make the transition easier ,negative
7369,HC4162A, how come ABC is the only one of the network channels you don't have?, how come abc is the only one of the network channels you don t have ,neutral
7370,HD4699A," Your software is broken. ""Call Customer Support"" is not the fix. Like I said earlier, yell at your developers.", your software is broken call customer support is not the fix like i said earlier yell at your developers ,negative
7371,HD934A," I keep getting disconnected after choosing the option ""unused travel funds"" on your automated customer service line! SOS", i keep getting disconnected after choosing the option unused travel funds on your automated customer service line sos,negative
7372,HC2678A, #americanview New paint scheme looks great! #usairways http://t.co/Gt6umHbh43, americanview new paint scheme looks great usairways ,positive
7373,HC2788A," no worries about the tweets. We all should do what we can to make sure we, as in your tag line, ""Fly the Friendly Skies.""", no worries about the tweets we all should do what we can to make sure we as in your tag line fly the friendly skies ,positive
7374,HD2817A," flight 45 JFK-LAS. First the catering was Late Flight, the. No push back crew. 2hrs delay.", flight 45 jfk las first the catering was late flight the no push back crew 2hrs delay ,negative
7375,HD4280A, why would you not give us the option to get off the plane instead of sit on it for an hour and a half when you knew at the gate, why would you not give us the option to get off the plane instead of sit on it for an hour and a half when you knew at the gate,neutral
7376,HD1961T," is the new 9:45 time confirmed or it may get Cancelled Flightled? Traveling with kids, need to be certain. Thx", is the new 9 45 time confirmed or it may get cancelled flightled traveling with kids need to be certain thx,negative
7377,HS1753A, idea: if u don't want us to be frustrated don't Cancelled Flight flights because your crew overflowed a toilet. Get a plumber, idea if u don t want us to be frustrated don t cancelled flight flights because your crew overflowed a toilet get a plumber,negative
7378,HY1062A, now I don't get the common courtesy of my phone call answered. Either policy is bad or people should be fired. #dissaponted, now i don t get the common courtesy of my phone call answered either policy is bad or people should be fired dissaponted,negative
7379,HD728A, Hi guys. I submitted a request for ticket/hotel reimbursement for a delayed/over night stay coming back from the Dominican. Help?, hi guys i submitted a request for ticket hotel reimbursement for a delayed over night stay coming back from the dominican help ,negative
7380,HC1875A, now on hold with customer care.  Wonder if someone will pick up the phone before 5pm., now on hold with customer care wonder if someone will pick up the phone before 5pm ,positive
7381,CD2753A,YASSSSS. Da Fuccc- RT : Our fleet's on fleek. http://t.co/oAJ5mnuchA,yasssss da fuccc rt our fleet s on fleek ,neutral
7382,HS858A, Cancelled Flightled my flight without explanation and won't pick up the phone...25 minutes and counting.   #customerservice @olive201, cancelled flightled my flight without explanation and won t pick up the phone 25 minutes and counting customerservice 201,negative
7383,HD357A, mobile apps need construction from the ground up for each OS category.  It's expensive to get right ., mobile apps need construction from the ground up for each os category it s expensive to get right ,negative
7384,HC1323A, awesome thank you very much for the help, awesome thank you very much for the help,positive
7385,HD965T, I have been on hold w/customer service line for 68 minutes.  This after I was on phone with an agent for 35 min b/f call droped, i have been on hold w customer service line for 68 minutes this after i was on phone with an agent for 35 min b f call droped,neutral
7386,CD2728A,STAHHPPP!!! RT : Our fleet's on fleek. http://t.co/VHFJGneOZO,stahhppp rt our fleet s on fleek ,neutral
7387,HD457A, LHR arrival lounge #fail. Waited 20 mins for shower then left to find hotel. U know how many passengers u carry. Planning???, lhr arrival lounge fail waited 20 mins for shower then left to find hotel u know how many passengers u carry planning ,negative
7388,HP2040T, Fliers to Gain Access to WSJ Content - @zacks_com http://t.co/GouzrdT7ZF, fliers to gain access to wsj content _com ,positive
7389,HD1738T, just lost a faithful customer., just lost a faithful customer ,negative
7390,HD4701T," your b737-800w  literally the smallest seats I have ever have, my dad got stuck In the tiny bathroom ad well #disspointed #premier1k", your b737 800w literally the smallest seats i have ever have my dad got stuck in the tiny bathroom ad well disspointed premier1k,negative
7391,SC1889A,  once again your customer service at the providence airport was horrible. Do you actually care about customers or just making money?, once again your customer service at the providence airport was horrible do you actually care about customers or just making money ,negative
7392,CD1792A," I had to travel to Savannah, GA, once again, on an airline I don't ""Luv"". When r u going to fly me to Savannah? Pleeeease!!!!", i had to travel to savannah ga once again on an airline i don t luv when r u going to fly me to savannah pleeeease ,negative
7393,HD3788A, - That time when I spent a night trying to sleep in a toddler bed at the airport Ramada without my luggage you kidnapped #furious, that time when i spent a night trying to sleep in a toddler bed at the airport ramada without my luggage you kidnapped furious,negative
7394,HVP2462T, so if this game was the one reason I payed for @DIRECTV is there something we could work out here? http://t.co/HQDTK6aTue, so if this game was the one reason i payed for is there something we could work out here ,neutral
7395,HD1189T, please help! Left my iPad Air 2 on my flight from NYC to Paris yesterday and canÄĀĀt get in touch with anyone locally. What to do?, please help left my ipad air 2 on my flight from nyc to paris yesterday and can t get in touch with anyone locally what to do ,negative
7396,HD4629A," @Imaginedragons @beatsmusic well timed tweet, just boarded and will be listening on my way home!", well timed tweet just boarded and will be listening on my way home ,positive
7397,HD1639A, exactly it states a secure document is a nexus card. It does not state a passport must always be also presented. Read it, exactly it states a secure document is a nexus card it does not state a passport must always be also presented read it,positive
7398,HD3106A, I appreciate the quick response but how can no one go outside to check temp so we can leave in BUF #currentlysittingontarmac, i appreciate the quick response but how can no one go outside to check temp so we can leave in buf currentlysittingontarmac,positive
7399,HD3158T, Pls help. On hold 4 long time now. Travelling 4 business and flight 2 ORF from MCI was Cancelled Flightled.  Need to get out there ASAP., pls help on hold 4 long time now travelling 4 business and flight 2 orf from mci was cancelled flightled need to get out there asap ,negative
7400,HD757A,  800 number will not even let you wait for next customer rep. Very frustrating. Can't talk to humans., 800 number will not even let you wait for next customer rep very frustrating can t talk to humans ,negative
7401,CD3964A, cost me over 200 dollars because flight was Cancelled Flightled and couldn't even give me a food comp!! Fly  @Delta they take, cost me over 200 dollars because flight was cancelled flightled and couldn t even give me a food comp fly they take,negative
7402,HD423T, I've had TERRIBLE service in three airports in 10 hours. Glad they don't care we kind of need to be home. #SellMyPointsSoon, i ve had terrible service in three airports in 10 hours glad they don t care we kind of need to be home sellmypointssoon,negative
7403,HD1126A, hi we have lost and found solution we want to offer for free to assist with contacting people when items are found, hi we have lost and found solution we want to offer for free to assist with contacting people when items are found,positive
7404,HD1033A, There's just so many choices for y'all south of the border and I know not every airline is equal - lowest price != best value. ;), there s just so many choices for y all south of the border and i know not every airline is equal lowest price best value ,positive
7405,HD2238A, strikes again...lost bags. And two of them. #theworst, strikes again lost bags and two of them theworst,negative
7406,ST4244A, instead of Bourbon street how about #quiet #planes #SaveTheDiagonals, instead of bourbon street how about quiet planes savethediagonals,neutral
7407,HD1641A, any idea when November-December 2015 travel opens up?, any idea when november december 2015 travel opens up ,neutral
7408,HD3279A," flight1407, it's been a long day! Arrived from London at 11 this morning", flight1407 it s been a long day arrived from london at 11 this morning,neutral
7409,HC4A, an hour now waiting on the phone for US Air help. 10 hours waiting at the airport yesterday. Love the service guys., an hour now waiting on the phone for us air help 10 hours waiting at the airport yesterday love the service guys ,positive
7410,HD3155A, it's a shame the great customer service wasn't continued in SFO. Slightly absurd, it s a shame the great customer service wasn t continued in sfo slightly absurd,negative
7411,HD4466T,STOP ,stop ,neutral
7412,SK2168A," Flt Cancelled Flighted, rescheduled to bad time. Tried 800# 3hrs. Website states can't do online=useless website. Help?", flt cancelled flighted rescheduled to bad time tried 800 3hrs website states can t do online useless website help ,negative
7413,HN2550A, When will VX use all 6 LGA slots instead of 4 today? Adding AUS makes this less likely :(, when will vx use all 6 lga slots instead of 4 today adding aus makes this less likely ,neutral
7414,SK2377A, stuck in airplane both on way out of PHL and again in Houston. All passengers frustrated. Makes me want to avoid airline, stuck in airplane both on way out of phl and again in houston all passengers frustrated makes me want to avoid airline,negative
7415,SM1918A,  eventually.  You should approach bags like @AlaskaAir  they get it., eventually you should approach bags like they get it ,neutral
7416,HC4926A, done.0, done 0,neutral
7417,HD2058A," @MallowFairy And how many times, exactly, should we call and leave our number for a call back? Because that hasn't worked.", and how many times exactly should we call and leave our number for a call back because that hasn t worked ,neutral
7418,HS4759A, it was 639, it was 639,neutral
7419,HD4645A," flight 2470 tomorrow, have no idea if we've been rescheduled and can't fix online? Have to talk to an agent yet no one answers?", flight 2470 tomorrow have no idea if we ve been rescheduled and can t fix online have to talk to an agent yet no one answers ,negative
7420,HD4063A, i have been tryng to rsrv a flight over the phone over the past 4 days and keep getting an automated message to call back?!?!?!, i have been tryng to rsrv a flight over the phone over the past 4 days and keep getting an automated message to call back ,neutral
7421,HD914A, Just got interrogated at the United Club Chicago. #UnitedAirlines #rude #PoorForm, just got interrogated at the united club chicago unitedairlines rude poorform,negative
7422,HD3898A, thanks for telling me my flight got Cancelled Flightled when it wasn't. Now I have a missing luggage because of you. Thanks fam!, thanks for telling me my flight got cancelled flightled when it wasn t now i have a missing luggage because of you thanks fam ,positive
7423,HD4744T," its ridic you cant transfer credit, you have my $400 &amp; youre taking $200 of it for Cancelled Flightling. Atleast let me keep the credit damn", its ridic you cant transfer credit you have my 400 youre taking 200 of it for cancelled flightling atleast let me keep the credit damn,negative
7424,HD91T, You have any flights flying into Boston tomorrow? I need to be home and you Cancelled Flightled my flight and didn't do anything, you have any flights flying into boston tomorrow i need to be home and you cancelled flightled my flight and didn t do anything,negative
7425,HD1523A,": u didn't bother following up, we booked with @Delta.  @Delta understands cust srv: provided lunch 4 delays &amp; upgraded seats!", u didn t bother following up we booked with understands cust srv provided lunch 4 delays upgraded seats ,negative
7426,HD4386A," yes, but we were answered and put back on hold while they were to check on our request..  50 mins Late Flightr nothing!", yes but we were answered and put back on hold while they were to check on our request 50 mins late flightr nothing ,neutral
7427,HD517T,"Noooo don't do it, please don't do it Å”ĀĀĀ©RT : Our fleet's on fleek. http://t.co/lsxJI0oUvRÄĀĀ",noooo don t do it please don t do it rt our fleet s on fleek ,neutral
7428,HD1623A," @keithlaw  I flew US Air for the first time yesterday, got propositioned by the flight attendant....true story!  #Creditcardsales", i flew us air for the first time yesterday got propositioned by the flight attendant true story creditcardsales,neutral
7429,HD3033A, stuck in cae need reFlight Booking Problems for next flight possibly dm for more info, stuck in cae need reflight booking problems for next flight possibly dm for more info,negative
7430,HD3373A," but you're not sorry enough to compensate for either the extended time or cost difference to an alternate direct flight, right?", but you re not sorry enough to compensate for either the extended time or cost difference to an alternate direct flight right ,negative
7431,HD1189T, No I got to Philly on Monday and got to my final destination South Carolina on Wednesday. Its not acceptable., no i got to philly on monday and got to my final destination south carolina on wednesday its not acceptable ,negative
7432,HD151A, my flight is Cancelled Flightled and you guys aren't Answering the phones what do I do ?, my flight is cancelled flightled and you guys aren t answering the phones what do i do ,negative
7433,HD1233A," how come it's cheaper to fly to BKK than NRT even though to get to BKK you take an extra flight, from NRT!", how come it s cheaper to fly to bkk than nrt even though to get to bkk you take an extra flight from nrt ,neutral
7434,HVP4788T,  Southwest is currently awaiting government approval for this route. Do we know when it will be official?, southwest is currently awaiting government approval for this route do we know when it will be official ,neutral
7435,HD1239A,"  when do you anticipate decisions for Cancelled Flightlations at DFW tomorrow morning? Need to rearrange hotel reservations, etc. ASAP!", when do you anticipate decisions for cancelled flightlations at dfw tomorrow morning need to rearrange hotel reservations etc asap ,negative
7436,HS2950A,ÄĀĀ: Our fleet's on fleek. http://t.co/MB0hVfqB1tÄĀĀ-see what ihop started Å”ĀĀĀ, our fleet s on fleek what ihop started ,neutral
7437,HD1050A, Can you do me a huge favor?!Å”ĀĀĀÄĀĀ¤Ä¼ĆøĀ, can you do me a huge favor ¼ćø ,positive
7438,HD619A, I booked and paid for a flight to get me to Denver at a specific time for a meeting. You failed... It wasn't caused by weather, i booked and paid for a flight to get me to denver at a specific time for a meeting you failed it wasn t caused by weather,negative
7439,HD3858T, the Premier desk was able to rebook me with our friends at . Only problem is now I have to pay for a checked bag :/, the premier desk was able to rebook me with our friends at only problem is now i have to pay for a checked bag ,negative
7440,HD648A, I guess I have to redo the Flight Booking Problems. Ugh!, i guess i have to redo the flight booking problems ugh ,negative
7441,HD4218A," thanks for having no one to pilot my last two flights, and all but stranding me in Houston tonight.  Airlines are the absolute worst", thanks for having no one to pilot my last two flights and all but stranding me in houston tonight airlines are the absolute worst,negative
7442,HD1164A," yeah... that's not what happened. I'm really pissed. This is the kind of thing I expect from US or Austrian, not you.", yeah that s not what happened i m really pissed this is the kind of thing i expect from us or austrian not you ,negative
7443,HN4042A, I would purchase it if I was there by choice but you guys Cancelled Flightled my flight and have me stuck at DFW for 7 hours!, i would purchase it if i was there by choice but you guys cancelled flightled my flight and have me stuck at dfw for 7 hours ,negative
7444,HC4697A," Okay, thank you for your help :)", okay thank you for your help ,positive
7445,HC204A, - Check-in staff at PHX are awesome! Great traffic control for general boarding., check in staff at phx are awesome great traffic control for general boarding ,positive
7446,SC109A, @CheerTymeDad So I can buy tix 3 days before flight but can't transfer the tix.  Flawed security logic. Flawed customer service, so i can buy tix 3 days before flight but can t transfer the tix flawed security logic flawed customer service,negative
7447,HD1474T, that doesn't really answer my question. Maybe if I provide more details you can give me clarification..., that doesn t really answer my question maybe if i provide more details you can give me clarification ,negative
7448,SC1100A, question - was given food vouchers but can't use on plane..how   come, question was given food vouchers but can t use on plane how come,negative
7449,HD1349T,talked to a  manager and she offered we pay 3X's in cash what we originally paid #nothanks #jetblue #ripoff #flyunited,talked to a manager and she offered we pay 3x s in cash what we originally paid nothanks jetblue ripoff flyunited,negative
7450,HD1779A, I would be on my way but   wether has delayed yet again.. Love the Charlotte ice storm!!  Good luck with mad customers, i would be on my way but wether has delayed yet again love the charlotte ice storm good luck with mad customers,positive
7451,HD4970T," flight today Cancelled Flighted  in phl, dozens of other flights still going. On hold for 3hrs. I need to get to my job interview!!!", flight today cancelled flighted in phl dozens of other flights still going on hold for 3hrs i need to get to my job interview ,negative
7452,HC514A," flt 4567 no gate agent, no announcements. So unprofessional. Time to go back to @Delta", flt 4567 no gate agent no announcements so unprofessional time to go back to ,negative
7453,HD1886A," where are our pilots? Plane is here flight says it's still on time, but we should of been off the ground 15 minutes ago.", where are our pilots plane is here flight says it s still on time but we should of been off the ground 15 minutes ago ,neutral
7454,HD3163T, thank you...I know it's a busy for you today but any help would be appreciated..., thank you i know it s a busy for you today but any help would be appreciated ,positive
7455,HD3181A, All's well. I got comped with multiple other bags which just made my day! http://t.co/1AAVvoREpH, all s well i got comped with multiple other bags which just made my day ,positive
7456,HD936T, flight 1491...plane from SFO to DEN is basically on time., flight 1491 plane from sfo to den is basically on time ,neutral
7457,HD3498T, completely unacceptable to seat 1st class passenger into middle seat in 38 (not even premium economy), completely unacceptable to seat 1st class passenger into middle seat in 38 not even premium economy ,negative
7458,HN1197A, too Late Flight now, too late flight now,negative
7459,SG2774A, I was worried when my bag went SAN to DCA 24 hours before me. But our reunion was an organized  breeze! http://t.co/uOARyQ98PU, i was worried when my bag went san to dca 24 hours before me but our reunion was an organized breeze ,negative
7460,HD4198A, spoke too soon. 30 min Late Flightr still waiting for bags to load. Some sympathy would be appreciated at the very least., spoke too soon 30 min late flightr still waiting for bags to load some sympathy would be appreciated at the very least ,negative
7461,ST1473A, Need to talk to a person about my bag. Waiting on hold for two hours. Bag s!b delivered last night. Online says not found., need to talk to a person about my bag waiting on hold for two hours bag s b delivered last night online says not found ,neutral
7462,HC531A, #usairways Raleigh NC; baggage carousel staff were aggressive towards people waiting 1 1/2 hrs for bags. Flight 699, usairways raleigh nc baggage carousel staff were aggressive towards people waiting 1 1 2 hrs for bags flight 699,negative
7463,HD4901A, I trust you enough to put my coat in my checked bag!, i trust you enough to put my coat in my checked bag ,positive
7464,HN3709A, why would a flight arrive Late Flight or leave when 60% of your passengers have  a connection?, why would a flight arrive late flight or leave when 60 of your passengers have a connection ,neutral
7465,SG3947A, Requiring customers to fill out all the contact information each time seems designed to prevent or limit interaction., requiring customers to fill out all the contact information each time seems designed to prevent or limit interaction ,neutral
7466,HC3813A, IS THIS RINGLING BROTHERS BARNUM AND BAILEY???  SHOULD I KEEP MY EYES PEELED FOR THE CLOWN CAR???, is this ringling brothers barnum and bailey should i keep my eyes peeled for the clown car ,neutral
